Matični broj,Naziv preduzeća,Sedište,Adresa,Opština,Naziv opštine,Delatnost (KD 2010),Naziv delatnosti,Veličina preduzeća,Naziv osnivača,Napomena,Procenat udela osnivača,Ukupni prihodi (AOP 201+215+217),Ukupni rashodi (AOP 207+216+218),Svega (AOP 207),Nabavna vrednost prodate robe (AOP 208),Troškovi materijala (AOP 209),"Troškovi zarada, naknada zarada i ostali lični rashodi (AOP 210)",Troškovi amortizacije i rezervisanja (AOP 211),Ostali poslovni rashodi (AOP 212),Finansijski rashodi (AOP 216),Ostali rashodi (AOP 218),Neto dobitak (AOP 229),Neto gubitak (AOP 230),Broj zaposlenih (AOP 605)
7226560,VODOVOD,Vranje,Beogradska 63,70432,Vranje-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,NARODNI ODBOR OPŠTINE VRANJE,,0,305491,299845,287200,0,81305,158118,22853,24924,7025,5620,7489,0,248
7285531,RT  VRANJE,Vranje,Partizanska 17 a,70432,Vranje-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SO VRANJE,,100,39912,39900,39270,332,1077,31612,1021,5228,7,623,12,0,51
17223437,ZAVOD ZA URBANIZAM,Vranje,Lole Ribara 1,70432,Vranje-grad,7111,Arhitektonska delatnost                                     ,malo,SUPŠTINA OPŠTINE VRANJE,,100,11902,11338,11206,0,707,9724,97,678,132,0,564,0,14
17620975,JP BORJAK VRNJAČKA BANJA,Vrnjačka Banja,Žike Valjarevića 1,70459,Vrnjačka Banja,210,Gajenje šuma i ostale šumarske delatnosti                   ,srednje,SKUPŠTINA OPŠTINE VRNJAČKA BANJA,,100,164912,164840,160506,0,47888,87625,4899,20094,3375,959,26,0,204
17620983,BELI IZVOR,Vrnjačka Banja,Žike Valjarevića 1,70459,Vrnjačka Banja,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE VRNJAČKA BANJA,,0,196372,193783,183680,2112,29456,110295,16973,24844,3614,6489,1952,0,235
17100505,"""ZAPLANJSKE NOVINE""Gadžin Han                                         ",Gadžin Han,Miloša Obilića bb,70467,Gadžin Han,4690,Nespecijalizovana trgovina na veliko                        ,malo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7200579,GOLUBAC,Golubac,Cara Lazara 21,70475,Golubac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE GOLUBAC,,0,17650,28538,24230,0,6862,14183,766,2419,4167,141,0,10888,35
7192819,JKP GORNJI MILANOVAC GORNJI MILANOVAC,Gornji Milanovac,Vojvode Mišića 23,70483,Gornji Milanovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE GORNJI MILANOVAC,,100,251114,265337,229164,227,82368,90472,30464,25633,1242,34931,0,14100,178
7183747,KSP STAN JP DESPOTOVAC,Despotovac,Pavla Ivića 1,70491,Despotovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE DESPOTOVAC,,0,47687,47157,46656,0,11170,25770,1464,8252,135,366,506,0,63
7299974,KOMUNALAC,Dimitrovgrad,Balkanska 30,70505,Dimitrovgrad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE DIMITROVGRAD,,0,221404,216516,208928,0,40707,117953,13231,37037,784,6804,4888,0,184
17495569,JP PUKOVAC-PUKOVAC,Pukovac,/ /,70513,Doljevac,4789,Trgovina na malo ostalom robom na tezgama i pijacama        ,malo,SKUPŠTINA OPŠTINE DOLJEVAC,,100,5411,5336,5089,0,472,4014,0,603,0,247,75,0,11
7221061,JAVNO KOMUNALNO PREDUZEĆE BELOSAVAC,Žagubica,Homoljska 62,70530,Žagubica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE ŽAGUBICA,,0,66232,65862,65665,163,10559,20198,1647,33098,2,195,261,0,43
17610716,ŽITORAĐA,Žitorađa,Toplički Heroji 51,70548,Žitorađa,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE ŽITORAĐA,,100,10234,13527,13527,0,668,10941,191,1727,0,0,0,3293,18
7183372,JKP VODOVOD ZAJEČAR,Zaječar,Moravska 5,70556,Zaječar-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Државни капитал,Lokalni nivo,0,139376,222399,195630,0,30265,76944,77536,10885,10664,16105,0,83053,156
7202687,KRALJEVICA,Zaječar,Vojvode Putnika 7 a,70556,Zaječar-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE ZAJEČAR,,0,157760,163244,143992,7586,21039,96484,10286,8597,2916,16336,0,5484,199
7311281,JKP TOPLANA ZAJEČAR - U LIKVIDACIJI,Zaječar,Generala Gambete bb,70556,Zaječar-grad,3530,Snabdevanje parom i klimatizacija                           ,malo,SKUPŠTINA GRADA ZAJEČARA,,100,15754,39491,18428,0,90,14226,1784,2328,4448,16615,0,23737,28
17263749,ZAJEČAR,Zaječar,Nikole Pašića 68,70556,Zaječar-grad,4339,Ostali završni radovi                                       ,malo,OPŠTINA ZAJEČAR,,100,15087,15633,15382,339,517,11842,357,2327,1,250,0,546,20
20660287,JP OBJEDINJENA NAPLATA ZAJEČAR,Zaječar,SVETOZARA MARKOVIĆA 6,70556,Zaječar-grad,6311,"Obrada podataka, hosting i sl.",malo,SKUPŠTINA GRADA ZAJEČARA,,100,,,,,,,,,,,,,
7216840,JKP KOMUNALNO IVANJICA,Ivanjica,Zorana Đinđića 61,70564,Ivanjica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE IVANJICA,,100,88137,84822,71984,554,11249,45584,3810,10787,192,12646,3282,0,83
20296895,JIP IVANJIČKI RADIO JP IVANJICA,Ivanjica,Venijamina Marinkovića bb,70564,Ivanjica,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE IVANJICA,,100,7483,7457,7457,0,112,7067,160,118,0,0,7,0,8
7213573,JP JEDINSTVO KLADOVO,Kladovo,Dunavska 15,70572,Kladovo,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE KLADOVO,,100,155917,153750,146559,0,69388,62649,5315,9207,2215,4976,2033,0,112
7658702,KOMUNALAC,Kladovo,Dunavski kej bb,70572,Kladovo,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE KLADOVO,,100,51041,50997,50752,0,6630,38707,3331,2084,37,208,18,0,84
7329733,KOMUNALAC,Knić,Knić //,70599,Knić,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SIZ STANOVANJA OPŠTINE KNIĆ,,0,20663,23292,22387,0,7534,11540,1443,1870,469,436,0,2629,18
7208324,JKP STANDARD-KNJAŽEVAC,Knjaževac,Kaplarova 8,70602,Knjaževac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE KNJAŽEVAC,,100,126788,148838,134989,5519,23418,65919,25785,14348,4811,9038,0,23068,152
7110111,KJP ELAN KOSJERIĆ,Kosjerić (varoš),Nikole Tesle 1,70629,Kosjerić,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE KOSJERIĆ,,100,45468,48673,48201,0,8627,23810,9416,6348,0,472,0,3205,44
17496255,GRADSKA TOPLANA,Kosjerić (varoš),Olge Grbić bb,70629,Kosjerić,3530,Snabdevanje parom i klimatizacija                           ,malo,SKUPŠTINA OPŠTINE KOSJERIĆ,,100,20569,20232,20228,0,10449,6523,1637,1619,0,4,337,0,9
7347103,JKP PROGRES KOCELJEVA,Koceljeva,Dušanova 2,70637,Koceljeva,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE KOCELJEVA,,0,35148,34615,33274,0,4544,20221,1877,6632,190,1151,533,0,33
6875793,RADIO-TELEVIZIJA KRAGUJEVAC,Kragujevac,Branka Radičevića 9,70645,Kragujevac-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,Државни капитал,Lokalni nivo,100,80659,82408,80787,0,4088,64117,3091,9491,136,1485,0,1749,100
7165439,JKP VODOVOD I KANALIZACIJA KRAGUJEVAC,Kragujevac,Kralja Aleksandra I Karađorđevića 4,70645,Kragujevac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,NARODNI ODBOR OPŠTINE KRAGUJEVAC,,0,889638,888397,850279,10412,202531,495778,80753,60805,23738,14380,0,8356,713
7165447,MLADOST,Kragujevac,GRADA SIRENA 15,70645,Kragujevac-grad,9311,Delatnost sportskih objekata                                ,srednje,Државни капитал,Lokalni nivo,100,113182,167794,164455,5614,22825,87028,38814,10174,254,3085,0,54612,113
7165471,JSP KRAGUJEVAC KRAGUJEVAC,Kragujevac,Nikole Pašića 2,70645,Kragujevac-grad,4339,Ostali završni radovi                                       ,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,51512,69473,61831,1610,5431,41125,943,12722,2908,4734,0,17961,65
7165862,JAVNO PREDUZEĆE DIREKCIJA ZA URBANIZAM - KRAGUJEVAC,Kragujevac,Kralja Petra I 23,70645,Kragujevac-grad,7111,Arhitektonska delatnost                                     ,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,124055,115442,115438,22,3905,91061,4902,15548,1,3,8613,0,60
7166222,ZELENILO,Kragujevac,Svetozara Markovića 109,70645,Kragujevac-grad,8130,Usluge uredjenja i održavanja okoline                        ,malo,Скупштина града Крагујевца,,100,81585,86210,84989,3692,14271,51313,3398,12315,593,628,0,4625,88
7337167,ČISTOĆA,Kragujevac,Industrijska 12,70645,Kragujevac-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,272589,270268,255113,8222,42400,160710,17980,25801,7663,7492,2237,0,223
7343949,JKP GRADSKA GROBLJA KRAGUJEVAC,Kragujevac,Jovanovački put bb,70645,Kragujevac-grad,9603,Pogrebne i srodne delatnosti                                ,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,102447,101551,96637,11367,19967,54632,5452,5219,1803,3111,896,0,91
7377878,NISKOGRADNJA,Kragujevac,Kneza Miloša 25,70645,Kragujevac-grad,4211,Izgradnja puteva i autoputeva                               ,srednje,Скупштина града Крагујевца,,100,394320,383659,376429,0,189374,123999,13344,49712,6202,1028,10661,0,173
17124048,"JKP GRADSKE TRŽNICE, KRAGUJEVAC",Kragujevac,Crveno barjače 1,70645,Kragujevac-grad,4789,Trgovina na malo ostalom robom na tezgama i pijacama        ,srednje,SKUPŠTINA GRADA KRAGUJEVCA,,100,141829,166293,151379,3822,14716,107784,13817,11240,11048,3866,0,24473,150
17272519,JP GSA KRAGUJEVAC,Kragujevac,Nikole Pašića 6,70645,Kragujevac-grad,6499,"Ostale nepomenute finansijske usluge, osim osiguranja i penzijskih fondova",srednje,Град Крагујевац,,100,32619,30443,29521,6063,1099,17716,600,4043,921,1,1959,0,17
17504894,JKP PARKING SERVIS KRAGUJEVAC,Kragujevac,Vojislava Kalanovića bb,70645,Kragujevac-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,GRAD KRAGUJEVAC,,100,81709,79393,77407,0,5347,60875,1698,9487,244,1742,2316,0,79
7190778,PUTEVI,Kraljevo,Cara Lazara 44,70653,Kraljevo-grad,4211,Izgradnja puteva i autoputeva                               ,srednje,SKUPŠTINA OPŠTINE KRALJEVO,,100,392731,405626,396526,0,190721,114740,12170,78895,3728,5372,0,13731,151
7190859,JP TOPLANA KRALJEVO,Kraljevo,Cara Lazara 52A,70653,Kraljevo-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE KRALJEVO,,100,348628,346003,332550,0,201366,85543,24476,21165,1080,12373,2625,0,73
7190891,JKP VODOVOD KRALJEVO,Kraljevo,27. marta 2,70653,Kraljevo-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE KRALJEVO,,0,288012,351984,333819,39,63948,186433,54264,29135,852,17313,0,64901,231
7190905,JKP ĆISTOĆA JP KRALJEVO,Kraljevo,Žička 10v,70653,Kraljevo-grad,3811,Skupljanje otpada koji nije opasan,srednje,OPŠTINA KRALJEVO,,100,253354,255491,241993,16625,29676,148625,15104,31963,266,13232,2863,0,228
7194374,JP OSA KRALJEVO,Kraljevo,Cara Lazara 84 a,70653,Kraljevo-grad,6832,Upravljanje nekretninama za naknadu                         ,malo,SKUPŠTINA OPŠTINE KRALJEVO,,0,43049,40544,39674,0,1296,21184,2681,14513,1,869,2306,0,23
7195591,JKP PIJACA KRALJEVO,Kraljevo,BEOGRADSKA 42 e,70653,Kraljevo-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE KRALJEVO,,0,118103,116327,105262,0,4887,71627,6802,21946,4183,6882,1748,0,89
7143974,POSLOVNI CENTAR KRUŠEVAC JP,Kruševac,Trg kosovskih junaka 6,70670,Kruševac-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,srednje,GRAD KRUŠEVAC,,0,131927,130903,129233,247,6770,91280,4515,26421,1084,586,1198,0,181
7145667,KRUŠEVAC,Kruševac,Jasički put bb,70670,Kruševac-grad,3811,Skupljanje otpada koji nije opasan,srednje,Државни капитал,Lokalni nivo,100,282747,282617,273357,7299,41928,184551,20452,19127,6786,2474,130,0,305
7145837,JKP VODOVOD-KRUŠEVAC KRUŠEVAC,Kruševac,Dušanova 46,70670,Kruševac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,SKUPŠTINA OPŠTINA KRUŠEVAC,,0,385724,385150,364240,0,82423,198776,26738,56303,139,20771,284,0,316
7194455,RTK KRUŠEVAC,Kruševac,Trg kosovskih junaka 6,70670,Kruševac-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,GRAD KRUŠEVAC,,100,68328,68314,67937,0,5860,50181,3196,8700,8,369,14,0,94
7279094,JAVNO KOMUNALNO PREDUZEĆE GRADSKA TOPLANA KRUŠEVAC,Kruševac,JASIČKI PUT bb,70670,Kruševac-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE KRUŠEVAC,,100,521744,583209,528598,0,347631,129876,27041,24050,39053,15558,0,66789,198
17028138,AERODROM ROSULJE,Kruševac,Trg Kosovskih Junaka 6,70670,Kruševac-grad,5223,Uslužne delatnosti u vazdušnom saobraćaju                   ,malo,SKUPŠTINA OPŠTINE KRUŠEVAC,,100,989,989,989,0,14,885,0,90,0,0,0,0,1
7172818,TOPLICA,Kuršumlija,7. Juli 2,70688,Kuršumlija,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,Друштвени капитал,Lokalni nivo,0,51877,51844,44436,46,9432,28580,1461,4917,547,6861,30,0,79
17390791,KURŠUMLIJA,Kuršumlija,SVETE ANE bb,70688,Kuršumlija,9311,Delatnost sportskih objekata                                ,malo,SKUPŠTINA OPŠTINE KURŠUMLIJA,,100,,,,,,,,,,,,,
7323824,JAVNO KOMUNALNO PREDUZEĆE KUČEVO,Kučevo,Trg Veljka Dugoševića 34,70696,Kučevo,3811,Skupljanje otpada koji nije opasan,malo,Друштвени капитал,Lokalni nivo,100,41598,41575,40842,0,14541,20687,842,4772,327,406,21,0,62
17257153,?? RTV PRUGA LAJKOVAC,Lajkovac (varoš),Vojvode Mišića 2,70700,Lajkovac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE LAJKOVAC,,100,,,,,,,,,,,,,
17369326,JP GRADSKA ČISTOĆA LAJKOVAC,Lajkovac (varoš),Vojvode Mišića 116,70700,Lajkovac,3811,Skupljanje otpada koji nije opasan,malo,OPŠTINA LAJKOVAC,,100,114104,110056,95890,17113,15795,40893,7415,14674,1556,12610,3546,0,44
17547488,JKP KOMUNALAC LEBANE,Lebane,19 Avgust 1,70718,Lebane,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE LEBANE,,100,10699,10579,8579,0,665,7054,129,731,61,1939,120,0,15
17547496,JKP VODOVOD LEBANE,Lebane,19 Avgust 1,70718,Lebane,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,"JAVNO KOMUNALNO PREDUZEĆE LEBANE, LEBANE",,100,26287,30520,30257,0,4175,18316,4300,3466,119,144,0,4233,43
7204752,JKP VODOVOD LESKOVAC,Leskovac,Pana Đukića 14,70726,Leskovac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,СКУПШТИНА ОПШТИНЕ ЛЕСКОВАЦ,,100,265115,328854,277984,0,50201,173455,27765,26563,2234,48636,0,65738,403
7204787,KOMUNALAC,Leskovac,Južnomoravskih brigada 100,70726,Leskovac-grad,3811,Skupljanje otpada koji nije opasan,srednje,OPŠTINA LESKOVAC,,100,83549,83531,80403,0,10694,61442,3200,5067,1427,1701,3,0,172
7205929,TOPLANA,Leskovac,Leskovačkog odreda 4,70726,Leskovac-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE LESKOVAC,,0,186676,185961,168848,0,101530,45333,7304,14681,6870,10243,1015,0,63
7207255,RADIO LESKOVAC,Leskovac,MasarikovTrg 7,70726,Leskovac-grad,6010,Emitovanje radio-programa                                   ,malo,SKUPŠTINA OPŠTINE LESKOVAC,,0,8020,13478,13478,0,656,10338,500,1984,0,0,0,5458,31
7207336,JP DOM LESKOVAC,Leskovac,Leskovačkog odreda 4,70726,Leskovac-grad,4339,Ostali završni radovi                                       ,srednje,SKUPŠTINA OPŠTINE LESKOVAC,,0,36155,36061,35911,0,1332,32284,249,2046,3,147,94,0,57
7327609,DUBOČICA,Leskovac,Vlajkova bb,70726,Leskovac-grad,9311,Delatnost sportskih objekata                                ,srednje,SKUOŠTINA OPŠTINE LESKOVAC,,0,,,,,,,,,,,,,
7711026,PIJACA,Leskovac,Južnomoravskih brigada 100,70726,Leskovac-grad,5210,Skladištenje                                                ,srednje,SKUPŠTINA OPŠTINE LESKOVAC,,0,83599,98776,96460,0,3024,75122,4454,13860,384,1932,0,15177,121
17006312,GRDELICA,Grdelica (varoš),Rečica 5,70726,Leskovac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE LESKOVAC,,100,30797,31275,30778,129,4535,19864,1544,4706,296,201,0,478,59
20580542,GRADSKA AUTOBUSKA STANICA LESKOVAC,Leskovac,VILEMA PUŠMANA 33,70726,Leskovac-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,"OPŠTINA LESKOVAC LESKOVAC, PANA ĐUKIĆA 9-11",,100,,,,,,,,,,,,,
7168845,NAŠ DOM,Loznica,Bulevar Dositeja Obradovića 6,70734,Loznica-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE LOZNICA,,,166117,165773,154114,10733,22591,94070,8077,18643,4504,7155,126,0,223
7168861,VODOVOD I KANALIZACIJA,Loznica,Georgija Jakšića 9,70734,Loznica-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE LOZNICA,,100,147381,151099,143854,0,35616,73818,18450,15970,6929,316,0,3764,148
17119290,JAVNO KOMUNALNO PREDIZEĆE TOPLANA-LOZNICA LOZNICA,Loznica,Vere Blagojević bb,70734,Loznica-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE LOZNICA,,,178735,178534,140735,0,96385,30410,3840,10100,5902,31897,1410,0,53
17126628,JP URBOPLAN,Loznica,Kneza Miloša 7,70734,Loznica-grad,7111,Arhitektonska delatnost                                     ,malo,SKUPŠTINA OPŠTINE LOZNICE,,100,19502,19498,19489,0,844,14754,511,3380,0,9,4,0,21
20573872,JKP PARKING SERVIS LOZNICA,Loznica,BULEVAR DOSITEJA OBRADOVIĆA 6,70734,Loznica-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,SKUPŠTINA OPŠTINE LOZNICA,,100,,,,,,,,,,,,,
7099240,KOMUNALAC,Ljig,Karađorđeva 7,70769,Ljig,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE LJIG,,0,36165,36856,35769,0,9549,18066,2421,5733,926,161,0,691,44
7416253,JAVNO KOMUNALNO PREDUZEĆE ŠUMADIJA,Belanovica,Karađorđeva 55,70769,Ljig,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE LJIG,,0,7392,7313,7109,285,992,4699,392,741,169,35,79,0,8
7208294,JAVNO PREDUZEĆE ZA STAMBENE USLUGE,Majdanpek,Svetog Save 31,70785,Majdanpek,4321,Postavljanje električnih instalacija                        ,malo,SKUPŠTINA OPŠTINE MAJDANPEK,,100,11708,11617,8783,0,514,7325,87,857,2834,0,82,0,20
17127209,JKP KOMUNALAC MAJDANPEK SA PO ŠAŠKA 5,Majdanpek,Šaška 5,70785,Majdanpek,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE MAJDANPEK,,100,129409,160738,144267,0,75167,46670,5680,16750,13204,3267,0,31329,127
20320443,JKP DONJI MILANOVAC DONJI MILANOVAC,Donji Milanovac,Kralja Petra I 43,70785,Majdanpek,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE MAJDANPEK,,100,16064,18281,18206,0,6138,10843,0,1225,67,8,0,2217,29
7168764,JKP DRINA MALI ZVORNIK,Mali Zvornik,Ribarska 21,70793,Mali Zvornik,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE MALI ZVORNIK,,100,59332,59276,58588,0,22994,26156,3011,6427,7,681,30,0,54
7360924,OBNOVA,Medveđa,Nikole Tesle 6,70815,Medveđa,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE MEDVEDJA,,0,21078,21538,20500,0,3262,13705,2594,939,681,357,0,460,37
17027514,"""OBLAČINSKO JEZERO"" OBLAČINA",OBLACINA,"OBLACINA, BB",70823,Merošina,5510,Hoteli i sličan smeštaj                                     ,malo,,,,11671,13758,13505,3395,1795,7017,322,976,253,0,0,2087,23
7134657,JKP VODOVOD MIONICA MIONICA,Mionica (varošica),Vojvode Mišića 23,70831,Mionica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE MIONICA,,0,66648,66511,64063,0,10107,21112,4302,28542,1355,1093,26,0,49
20568437,JKP ČISTOĆA MIONICA MIONICA,Mionica (varošica),VOJVODE MIŠIĆA 23a,70831,Mionica,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE MIONICA,,100,,,,,,,,,,,,,
7263775,BADNJEVO,Negotin,Dobropoljska 1,70840,Negotin,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,OPŠTINA NEGOTIN,,100,184386,209901,194544,565,60682,92801,10848,29648,6487,8870,0,25515,226
7210426,JP 3.SEPTEMBAR NOVA VAROŠ,Nova Varoš,Karađorđeva 74,70866,Nova Varoš,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE NOVA VAROŠ,,100,99631,99475,88077,0,41382,34106,5087,7502,4517,6881,32,0,82
6986242,JKP GRADSKA ČISTOĆA NOVI PAZAR,Novi Pazar,28 novembar 35,70874,Novi Pazar-grad,3811,Skupljanje otpada koji nije opasan,srednje,СКУПШТИНА ОПШТИНЕ НОВИ ПАЗАР,,100,200445,200381,167134,2637,23167,118948,6675,15707,5917,27330,64,0,229
7194129,VODOVOD I KANALIZACIJA,Novi Pazar,28 NOVEMBAR 35,70874,Novi Pazar-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,СКУПШТИНА ОПШТИНЕ НОВИ ПАЗАР,,100,169366,168803,163282,0,17681,87186,11444,46971,3439,2082,303,0,177
17227050,JKP GRADSKA TOPLANA,Novi Pazar,28 novembra 35,70874,Novi Pazar-grad,3530,Snabdevanje parom i klimatizacija                           ,malo,СКУПШТНА ОПШТИНЕ НОВИ ПАЗАР,,100,82354,82332,73983,0,39077,25369,2636,6901,3421,4928,145,0,35
7305290,"JKP OSEČINA SA PO OSEČINA, PERE JOVANOVIĆA KOMIRIĆANCA 35",Osečina (varošica),Pere Jovanovića Komirićanca 35,70882,Osečina,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,Државни капитал,Lokalni nivo,0,54652,54604,52963,2228,16276,24025,4564,5870,968,673,163,0,49
6569285,JKP PARAĆIN PARAĆIN,Paraćin,Knjaza Miloša 2,70904,Paraćin,3811,Skupljanje otpada koji nije opasan,malo,Државни капитал,Lokalni nivo,100,102510,102207,99403,219,12979,57267,7802,21136,1660,1144,27,0,145
7115911,JP ZA VODOVOD KANALIZACIJU I GASIFIKACIJU VODOVOD SA PO PARAĆIN,Paraćin,Adakalska 5-7,70904,Paraćin,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE PARAĆIN,,0,170143,164255,155097,0,27235,35053,32207,60602,1597,7561,5894,0,71
7832699,RNJP PARAĆIN - PARAĆIN,Paraćin,Nikole Pašića bb,70904,Paraćin,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINA PARAĆIN,,100,13566,13582,13109,0,918,10412,228,1551,2,471,0,12,20
7160658,IZVOR,Petrovac,Bate Bulića bb,70912,Petrovac na Mlavi,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,СКУПШТИНА ОПШТИНЕ - ПЕТРОВАЦ НА МЛАВИ,,100,108076,101960,100735,1328,28712,52315,6544,11836,574,651,6320,0,103
7131500,JP KOMUNALAC PIROT,Pirot,Vojvode Mišića 50,70939,Pirot,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE PIROT,,100,137892,137186,123606,1008,16976,89100,4536,11986,5470,8110,644,0,173
7131518,VODOVOD I KANALIZACIJA,Pirot,Vojvode Mišića bb,70939,Pirot,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE PIROT,,100,146103,143899,136837,0,25483,70053,10476,30825,3568,3494,2270,0,113
7295871,GRADSKA TOPLANA PIROT,Pirot,Srpskih vladara 77,70939,Pirot,3530,Snabdevanje parom i klimatizacija                           ,malo,OPŠTINA PIROT,,100,,,,,,,,,,,,,
20156813,JP RADIO PIROT PIROT,Pirot,Trg pirotskih oslobodilaca 30,70939,Pirot,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,OPŠTINA PIROT,,100,5881,5876,5870,0,272,4605,344,649,6,0,4,0,13
20290307,PARKING SERVIS PIROT,Pirot,Lava Tolstoja bb,70939,Pirot,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,OPŠTINA PIROT,,100,7228,7204,7204,0,678,4297,201,2028,0,0,4,0,7
7351682,TOPLIFIKACIJA,Požarevac,Trg Radomira Vujovića 2,70947,Požarevac,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE POŽAREVAC,,100,276456,276830,243926,0,83784,90586,53202,16354,8612,24292,1447,0,78
17210050,LJUBIČEVO,Požarevac,LJubičevo bb,70947,Požarevac,162,Pomoćne delatnosti u uzgoju životinja,malo,SKUPŠTINA OPŠTINE POŽAREVAC,,,35014,36887,35573,0,11955,9191,1002,13425,1,1313,0,1873,30
