Matični broj,Naziv preduzeća,Sedište,Adresa,Opština,Naziv opštine,Delatnost (KD 2010),Naziv delatnosti,Veličina preduzeća,Naziv osnivača,Napomena,Procenat udela osnivača,Ukupni prihodi (AOP 201+215+217),Ukupni rashodi (AOP 207+216+218),Svega (AOP 207),Nabavna vrednost prodate robe (AOP 208),Troškovi materijala (AOP 209),"Troškovi zarada, naknada zarada i ostali lični rashodi (AOP 210)",Troškovi amortizacije i rezervisanja (AOP 211),Ostali poslovni rashodi (AOP 212),Finansijski rashodi (AOP 216),Ostali rashodi (AOP 218),Neto dobitak (AOP 229),Neto gubitak (AOP 230),Broj zaposlenih (AOP 605)
7328389,KOMUNALAC,Babušnica,7. juli 20,70050,Babušnica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BABUŠNICA,,100,22793,26642,26212,0,7704,14416,1751,2341,386,44,0,3849,38
20685107,JP BB TERM BAJINA BAŠTA,Bajina Bašta,KNEZA MILANA OBRENOVIĆA 34/2,70068,Bajina Bašta,3530,Snabdevanje parom i klimatizacija                           ,malo,SKUPŠTINA OPŠTINE BAJINA BAŠTA,,100,,,,,,,,,,,,,
7352930,JKP 7.JULI BATOČINA,Batočina,Kralja Petra I 21,70076,Batočina,3530,Snabdevanje parom i klimatizacija                           ,malo,Државни капитал,Lokalni nivo,0,36133,40609,38520,0,16106,18080,698,3636,1762,327,0,4476,48
7306890,KOMNIS,Bela Palanka,Srpskih vladara 51,70084,Bela Palanka,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BELA PALANKA,,100,43623,43524,41561,0,4971,25013,1815,9762,167,1796,46,0,80
17479237,BELA PALANKA,Bela Palanka,Srpskih Vladaraa 52,70084,Bela Palanka,5914,Delatnost prikazivanja kinematografskih dela,malo,SKUPŠTINA OPŠTINE BELA PALANKA,,100,19061,19060,17131,2126,1262,9545,407,3791,972,957,1,0,20
7006578,10. OKTOBAR,Barajevo,BARAJEVSKA 1,70092,Beograd-Barajevo,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BARAJEVO,,100,88723,82045,66782,0,22461,30747,4845,8729,120,15143,6401,0,57
7048971,INFOSTAN,Beograd (Voždovac),Danijelova 33,70106,Beograd-Voždovac,6311,"Obrada podataka, hosting i sl.",veliko,"SKUPŠTINA GRADA BEOGRADA BEOGRAD, DRAGOSLAVA JOVANOVIĆA 2",,100,834847,753389,511201,0,20607,205151,21308,264135,3642,238546,76622,0,174
7486251,JP GRADSKO STAMBENO BEOGRAD,Beograd (Voždovac),Danijelova 33,70106,Beograd-Voždovac,4329,Ostali instalacioni radovi u gradjevinarstvu                 ,srednje,SKUPŠTINA GRADA BEOGRADA,,0,326160,316189,309552,0,13953,207075,31163,57361,434,6203,9592,0,194
7010109,STUDIO B,Beograd (Vračar),Masarikova 5,70114,Beograd-Vračar,6020,Proizvodnja i emitovanje televizijskog programa             ,srednje,GRAD BEOGRAD,,100,385198,380486,365847,0,9695,223634,24114,108404,111,14528,3140,0,289
7018762,JKP BEOGRADSKI VODOVOD I KANALIZACIJA BEOGRAD,Beograd (Vračar),Kneza Miloša 27,70114,Beograd-Vračar,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,GRAD BEOGRAD,,100,7538745,11879577,9899074,4098,1622456,2240291,4660076,1372153,52620,1927883,0,4340832,2869
7030614,JKSP GROCKA GROCKA,Grocka,Petra Drapšina 21,70122,Beograd-Grocka,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,OPŠTINA GROCKA,,100,160418,160366,148880,528,23750,101899,11802,10901,6071,5415,709,0,170
17536320,VODOVOD I KANALIZACIJA,Grocka,Petra Drapšina 21,70122,Beograd-Grocka,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE GROCKA,,100,97238,97224,88227,0,12533,54340,12183,9171,2238,6759,14,0,92
7019564,OLIMP-ZVEZDARA,Beograd (Zvezdara),Vjekoslava Kovača 11,70149,Beograd-Zvezdara,9311,Delatnost sportskih objekata                                ,malo,SO ZVEZDARA,,100,92394,81496,81083,0,16509,8814,3852,51908,12,401,10898,0,10
7034628,GRADSKE PIJACE,Beograd (Zvezdara),Živka Karabiberovića 3,70149,Beograd-Zvezdara,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,veliko,СКУПШТИНА ГРАДА БЕОГРАДА,,0,1017511,913841,881243,0,45552,245433,243616,346642,86,32512,92586,0,245
7045000,GRADSKA ČISTOĆA,Beograd (Zvezdara),MIJE KOVAČEVIĆA 4,70149,Beograd-Zvezdara,3811,Skupljanje otpada koji nije opasan,veliko,GRAD BEOGRAD,,100,4439139,3854479,2926685,16373,658449,1387907,259380,604576,12304,915490,487706,0,1894
7049455,POGREBNE USLUGE,Beograd (Zvezdara),Ruzveltova 50,70149,Beograd-Zvezdara,9603,Pogrebne i srodne delatnosti                                ,veliko,GRAD BEOGRAD,,0,823349,819290,803755,100899,137793,369693,45800,149570,46,15489,3448,0,482
7013922,LAZAREVAC,Lazarevac,Nikole Vujačića 28,70165,Beograd-Lazarevac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,Opština Lazarevac,,0,526122,570299,546223,297,124000,308906,47366,65654,6494,17582,0,49508,552
17061259,RADIO LAZAREVAC,Lazarevac,Karađorđeva 20,70165,Beograd-Lazarevac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,OPŠTINA LAZAREVAC,,0,12705,12893,12887,0,289,11239,206,1153,6,0,0,188,16
20199601,JP TOPLIFIKACIJA LAZAREVAC,Lazarevac,Karađorđeva 32,70165,Beograd-Lazarevac,3530,Snabdevanje parom i klimatizacija                           ,srednje,GRADSKA OPŠTINA LAZAREVAC,,100,80816,150282,146096,0,32897,54165,25776,33258,3,4183,0,70243,68
7045859,JKP MLADENOVAC MLADENOVAC,Mladenovac (varoš),Kraljice Marije 32,70173,Beograd-Mladenovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,Државни капитал,Lokalni nivo,100,305319,304022,280718,6190,56906,148890,39749,28983,1422,21882,2719,0,275
17314734,PIJACE MLADENOVAC,Mladenovac (varoš),KRALJICE MARIJE 1,70173,Beograd-Mladenovac,3811,Skupljanje otpada koji nije opasan,malo,OPŠTINA MLADENOVAC,,100,30298,29888,29450,0,1424,20822,1171,6033,185,253,410,0,35
17569325,MLADENOVAC,Mladenovac (varoš),Kralja Petra I 175,70173,Beograd-Mladenovac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,OPŠTINA MLADENOVAC,,100,7682,8209,8196,0,721,6479,0,996,0,13,0,527,7
7020210,JKP BEOGRADSKE ELEKTRANE BEOGRAD,Beograd (Novi Beograd),Savski nasip 11,70181,Beograd-Novi Beograd,3530,Snabdevanje parom i klimatizacija                           ,veliko,SKUPŠTINA GRADA BEOGRADA,,100,12852287,13298663,12375116,106546,7521039,1926914,1408368,1412249,157578,765969,0,421116,2278
7049285,JP SAVA CENTAR BEOGRAD,Beograd (Novi Beograd),Milentija Popovića 9,70181,Beograd-Novi Beograd,9001,Izvodjačka umetnost                                          ,srednje,SKUPŠTINA GRADA BEOGRADA,,0,633236,656890,638689,0,111091,226595,29707,271296,2511,15690,0,26772,164
7041985,JKP OBRENOVAC OBRENOVAC,Obrenovac,Cara Lazara 3/1,70190,Beograd-Obrenovac,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE OBRENOVAC,,100,214883,217600,209029,426,39174,113101,13082,43246,685,7886,0,2717,174
7065809,"JP SKC OBRENOVAC, OBRENOVAC",Obrenovac,Kralja Aleksandra I 63,70190,Beograd-Obrenovac,9311,Delatnost sportskih objekata                                ,malo,OPŠTINA OBRENOVAC,,100,73824,74829,73431,3139,12719,40296,2628,14649,130,1268,0,1005,82
20190655,"JKP PARKING SERVIS OBRENOVAC, OBRENOVAC",Obrenovac,Kralja Aleksandra 10 c,70190,Beograd-Obrenovac,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,Скупштина општине Обреновац,,100,15827,15416,15388,0,758,10755,771,3104,5,23,370,0,21
20233940,JKP TOPLOVOD OBRENOVAC,Obrenovac,Cara Lazara 3/1,70190,Beograd-Obrenovac,3530,Snabdevanje parom i klimatizacija                           ,srednje,Скупштина општине Обреновац,,100,260705,369623,357249,0,93638,52366,191160,20085,446,11928,0,108918,82
20234806,JKP VODOVOD I KANALIZACIJA OBRENOVAC,Obrenovac,Cara Lazara 3/1,70190,Beograd-Obrenovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Скупштина општине Обреновац,,100,213754,222003,215787,0,48312,103142,32085,32248,55,6161,0,8249,167
7029110,JVP BEOGRADVODE BEOGRAD,Beograd (Palilula),Svetozara Ćorovića 15,70203,Beograd-Palilula,4291,Izgradnja hidrotehničkih objekata,srednje,GRAD BEOGRAD,,,216701,216132,211153,15,30451,121576,4628,54483,2876,2103,857,0,131
7046383,PARKING SERVIS,Beograd (grad),Kraljice Marije 7,70203,Beograd-Palilula,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,veliko,Државни капитал,Lokalni nivo,100,1511533,1478778,1273933,2981,195049,700370,111080,264453,18461,186384,29508,0,736
17463756,JP POSLOVNI CENTAR-RAKOVICA BEOGRAD,Beograd (Rakovica),Miška Kranjca 12,70211,Beograd-Rakovica,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,malo,SKUPŠTINA OPŠTINE RAKOVICA,,100,80953,74801,72480,0,3206,35423,4238,29613,1074,1247,5983,0,63
7006888,SOPOT,Sopot,Kneza Miloša 45A,70238,Beograd-Sopot,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE SOPOT,,0,69949,69566,67707,137,19925,35663,3076,8906,570,1289,383,0,85
20064382,JKP PIJACE ROPOČEVO SOPOT,Sopot,Kneza Miloša 26,70238,Beograd-Sopot,3811,Skupljanje otpada koji nije opasan,malo,GRADSKA OPŠTINA SOPOT,,100,95544,93721,93682,74510,2395,11923,1799,3055,39,0,1823,0,34
7022662,GSP PO,Beograd (Stari Grad),Kneginje LJubice 29,70246,Beograd-Stari Grad,4931,Gradski i prigradski kopneni prevoz putnika                 ,veliko,Скупштина града Београда,,0,9115187,10174013,9929936,5919,3066617,5056193,1158222,642985,20290,223787,0,1059101,6738
7023332,JKP BEOGRAD-PUT BEOGRAD,Beograd (Stari Grad),Nušićeva 21,70246,Beograd-Stari Grad,4211,Izgradnja puteva i autoputeva                               ,veliko,GRAD BEOGRAD,,0,7512318,6930992,6092582,0,1810493,1384997,376569,2520523,24586,813824,547343,0,1521
7023332,,,,,,,,,NARODNI ODBOR GRADA BEOGRADA,,0,,,,,,,,,,,,,
7066597,JKP ZELENILO-BEOGRAD BEOGRAD,Beograd (Stari Grad),Mali Kalemegdan 8,70246,Beograd-Stari Grad,8130,Usluge uredjenja i održavanja okoline                        ,veliko,"SKUPŠTINA GRADA BEOGRADA BEOGRAD, DRAGOSLAVA JOVANOVIĆA 2",,100,1891201,1824468,1802711,5340,238477,1053658,133946,371290,1303,20454,32344,0,1371
17239139,URBANISTIČKI ZAVOD BEOGRADA JP BEOGRAD,Beograd (Stari Grad),Palmotićeva 30,70246,Beograd-Stari Grad,7111,Arhitektonska delatnost                                     ,srednje,Друштвени капитал,Lokalni nivo,100,345550,254229,249931,0,11089,176272,9390,53180,66,4232,82647,0,160
17416774,BEOGRADSKA TVRĐAVA,Beograd (grad),Kralja Petra 71/III,70246,Beograd-Stari Grad,9004,Rad umetničkih ustanova                                     ,malo,GRAD BEOGRAD,,100,290805,254412,254314,40,3230,21705,2622,226717,78,20,32562,0,13
20140143,SPORTSKI CENTAR MILAN GALE MUŠKATIROVIĆ JP BEOGRAD,Beograd (Stari Grad),Tadeuša Košćuška 63,70246,Beograd-Stari Grad,9311,Delatnost sportskih objekata                                ,malo,GRADSKA OPŠTINA STARI GRAD,,100,122073,121489,121370,8143,20280,53514,17275,22158,119,0,584,0,71
7451440,ADA CIGANLIJA,Beograd (Čukarica),Ada Ciganlija 2,70254,Beograd-Čukarica,8130,Usluge uredjenja i održavanja okoline                        ,srednje,"SKUPŠTINA GRADA BEOGRADA BEOGRAD, DRAGOSLAVA JOVANOVIĆA 2",,100,197657,179422,171458,0,20218,43479,18205,89556,367,7597,18020,0,24
7451792,JP HIPODROM BEOGRAD BEOGRAD,Beograd (Čukarica),Paštrovićeva 2,70254,Beograd-Čukarica,8130,Usluge uredjenja i održavanja okoline                        ,malo,GRAD BEOGRAD,,100,13644,28309,14038,0,785,5303,407,7543,14251,20,0,14665,1
7216459,KOMUNALNO BLACE BLACE,Blace,Radomira Putnika bb,70262,Blace,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SO BLACE,,100,44331,43482,43204,0,10941,25432,2707,4124,216,62,800,0,67
7334419,JKP BOGATIĆ BOGATIĆ,Bogatić,Mike Vitomirovića 4,70289,Bogatić,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OŠTINE BOGATIĆ,,100,24535,24347,22258,0,4093,13864,1982,2319,8,2081,174,0,35
6250033,JP ZA VODOSNABDEVANJE BOJNIK,Bojnik,Svetog Save 35,70297,Bojnik,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BOJNIK,,50,27515,24570,23853,0,11562,9292,660,2339,195,522,2945,0,44
6250033,,,,,,,,,SKUPŠTINA OPŠTINE DOLJEVAC,,50,,,,,,,,,,,,,
7352964,JEDINSTVO,Bojnik,11. brigade bb,70297,Bojnik,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE BOJNIK,,100,6040,12833,12685,0,1294,8937,1263,1191,16,132,0,6701,25
7183267,USLUGA,Boljevac,Timočke bune 2,70319,Boljevac,3811,Skupljanje otpada koji nije opasan,malo,Државни капитал,Lokalni nivo,0,41052,40328,32369,0,8722,18616,1238,3793,1501,6458,724,0,59
7147317,"ŠTAMPA, RADIO I FILM",Bor,Moše Pijade 19,70327,Bor,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,Државни капитал,Lokalni nivo,,30366,31566,30992,129,2688,22441,1274,4460,174,400,0,1200,60
7148372,3.OKTOBAR,Bor,7 jula 60,70327,Bor,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE BOR,,100,138873,136229,132168,1126,32336,67926,7730,23050,1269,2792,2588,0,211
7183453,VODOVOD,Bor,Čočetova 16,70327,Bor,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE BOR,,100,161175,234629,189796,0,65497,71096,34362,18841,28194,16639,0,73454,202
7203144,BORPREVOZ - U STEČAJU,Bor,Vasić Milana Perice 6,70327,Bor,4931,Gradski i prigradski kopneni prevoz putnika                 ,malo,OPŠTINA BOR,,100,44681,107691,84464,560,20588,47119,6191,10006,20487,2740,0,63010,180
7342578,BOR,Bor,Nikole Pašića 14,70327,Bor,4329,Ostali instalacioni radovi u gradjevinarstvu                 ,malo,Државни капитал,Lokalni nivo,100,36205,36183,33651,0,1964,19521,6833,5333,1482,1050,4,0,38
7384432,BOGOVINA,Bor,Čočetova 16,70327,Bor,7022,Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem,malo,OPŠTINA BOLJEVAC,,1.08,34450,34309,21293,0,3498,9512,1059,7224,582,12434,141,0,20
7384432,,,,,,,,,SKUPŠTINA GRADA ZAJEČARA,,3.24,,,,,,,,,,,,,
7384432,,,,,,,,,OPŠTINA NEGOTIN,,4.15,,,,,,,,,,,,,
7384432,,,,,,,,,SKUPŠTINA OPŠTINE BOR,,91.53,,,,,,,,,,,,,
17441531,JKP TOPLANA BOR Đ.A KUNA 12,Bor,Đorđa Andrejevića Kuna 12,70327,Bor,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE BOR,,100,419550,514150,464137,179,310961,72883,34962,45152,33738,16275,0,95362,149
7357362,JP USLUGA BOSILEGRAD,Bosilegrad,Dobrodolski potok bb,70335,Bosilegrad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,Државни капитал,Lokalni nivo,100,28416,26828,22563,86,6547,10108,949,4873,11,4254,1430,0,28
7262957,JKP RASINA BRUS,Brus,Kralja Petra Prvog bb,70343,Brus,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE BRUS,,0,60316,59960,58351,0,13817,32280,2755,9499,399,1210,356,0,83
7267452,KOMUNALAC,Bujanovac,Karađorđev trg 1,70351,Bujanovac,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE BUJANOVAC,,0,119821,119642,116877,87,24055,71524,5340,15871,1885,880,179,0,175
6121179,RADIO VALJEVO,Valjevo,Vojvode Mišića 21,70360,Valjevo-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE VALJEVO,,0,13268,13273,13015,0,1309,9883,223,1600,182,76,0,5,29
7096844,JKP VIDRAK VALJEVO,Valjevo,Vojvode Mišića 50,70360,Valjevo-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE VALJEVO,,100,168655,137580,133794,1146,32663,72644,11165,16176,51,3735,29498,0,190
7096852,JP POLET VALJEVO,Valjevo,VLADIKE NIKOLAJA 25,70360,Valjevo-grad,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,malo,СКУПШТИНА ОПШТИНЕ ВАЉЕВО,,100,35448,38991,27816,0,1030,17538,3615,5633,0,11175,0,3543,34
7136277,VODOVOD VALJEVO,Valjevo,Vuka Karadžića 26,70360,Valjevo-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Државни капитал,Lokalni nivo,0,286156,285722,272717,0,59085,109002,38969,65661,3116,9889,505,0,215
7357494,JKP TOPLANA-VALJEVO VALJEVO,Valjevo,OBILAZNI PUT bb,70360,Valjevo-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,Државни капитал,Lokalni nivo,100,143379,148670,143590,3265,91878,38428,568,9451,4148,932,0,5377,72
7367384,JP KOLUBARA VALJEVO,Valjevo,Pop Lukina 6 a,70360,Valjevo-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,GRADSKA OPŠTINA LAZAREVAC,,0.5,24798,24798,24798,0,734,19485,1206,3373,0,0,0,0,18
7367384,,,,,,,,,OPŠTINA LAJKOVAC,,0.5,,,,,,,,,,,,,
7367384,,,,,,,,,OPŠTINA MIONICA,,0.5,,,,,,,,,,,,,
7367384,,,,,,,,,СКУПШТИНА ОПШТИНЕ ВАЉЕВО,,98,,,,,,,,,,,,,
7367384,,,,,,,,,OPŠTINA UB,,0.5,,,,,,,,,,,,,
7679181,JP VALJEVO-TURIST VALJEVO,Valjevo,Prote Mateje 1,70360,Valjevo-grad,5510,Hoteli i sličan smeštaj                                     ,malo,СКУПШТИНА ОПШТИНЕ ВАЉЕВО,,100,8863,8555,8195,342,411,4150,738,2554,21,339,348,0,8
20026235,JP OSA VALJEVO,Valjevo,Vuka Karadžića 54,70360,Valjevo-grad,4110,Razrada gradjevinskih projekata                              ,malo,СКУПШТИНА ОПШТИНЕ ВАЉЕВО,,100,10789,10521,10520,0,172,5305,139,4904,1,0,241,0,8
7218281,JKP VARVARIN VARVARIN,Varvarin,"Juhorska, Tržni centar Lamela V /",70378,Varvarin,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE VARVARIN,,100,29647,32297,31793,46,8383,16314,2475,4575,392,112,0,2650,48
7160763,JAVNO KOMUNALNO PREDUZEĆE MILOŠ MITROVIĆ VELIKA PLANA,Velika Plana,Vojvode Mišića 1,70386,Velika Plana,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE VELIKA PLANA,,100,110025,109369,104355,1545,28804,57917,6051,10038,3566,1448,618,0,157
17112171,MORAVA,Velika Plana,Miloša Velikog 37,70386,Velika Plana,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,"OPŠTINA SMEDEREVSKA PALANKA SMEDEREVSKA PALANKA, VUKA KARADZIĆA 25",,50,2297,2410,2410,0,10,653,22,1725,0,0,0,113,1
17112171,,,,,,,,,SKUPŠTINA OPŠTINE VELIKA PLANA,,50,,,,,,,,,,,,,
20491388,JP GRADSKA TOPLANA VELIKA PLANA,Velika Plana,Despota Stefana 46a,70386,Velika Plana,3530,Snabdevanje parom i klimatizacija                           ,malo,"OPŠTINA VELIKA PLANA VELIKA PLANA,  MILOŠA VELIKOG 30",,100,,,,,,,,,,,,,
7347189,JAKOP IZVOR VLADIMIRCI,Vladimirci,Svetog Save 25,70408,Vladimirci,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE VLADIMIRCI,,0,46849,46042,41349,0,9741,13241,3890,14477,179,4514,726,0,37
20663901,JP VODOVOD VLADIČIN HAN,Vladičin Han,VLADIKE PAJSIJA bb,70416,Vladičin Han,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE VLADIČIN HAN,,100,,,,,,,,,,,,,
20663944,JP ZA KOMUNALNO UREĐENJE VLADIČIN HAN,Vladičin Han,VLADIKE PAJSIJA bb,70416,Vladičin Han,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE VLADIČIN HAN,,100,,,,,,,,,,,,,
17224239,JKP KOMUNALAC VLASOTINCE,Vlasotince,Konopnička 5,70424,Vlasotince,3811,Skupljanje otpada koji nije opasan,malo,JAVNO KOMUNALNO PREDUZEĆE 'KOMUNALAC' VLASOTINCE,,100,25552,25105,24748,1100,1874,18738,1977,1059,63,294,258,0,61
17224247,JKP VODOVOD VLASOTINCE,Vlasotince,Nemanjina 36,70424,Vlasotince,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,"JAVNO KOMUNALNO PREDUZEĆE VODOVOD VLASOTINCE, NEMANJINA 36",,100,33191,52262,51874,0,10867,20818,16884,3305,261,127,0,19071,72
7196709,JP KOMRAD VRANJE,Vranje,Sima Pogačarevića 97,70432,Vranje-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠRINA OPŠTINE VRANJE,,0,169119,168380,164183,5915,23254,104645,18307,12062,285,3912,739,0,206
7204981,NOVI DOM,Vranje,Kralja Stefana Prvovenčanog 99,70432,Vranje-grad,3530,Snabdevanje parom i klimatizacija                           ,malo,OPŠTINA VRANJE,,100,73003,72299,60366,229,27132,25879,1406,5720,1112,10821,696,0,41
