Matični broj,Naziv preduzeća,Sedište,Adresa,Opština,Naziv opštine,Delatnost (KD 2010),Naziv delatnosti,Veličina preduzeća,Naziv osnivača,Napomena,Procenat udela osnivača,Ukupni prihodi (AOP 201+215+217),Ukupni rashodi (AOP 207+216+218),Svega (AOP 207),Nabavna vrednost prodate robe (AOP 208),Troškovi materijala (AOP 209),"Troškovi zarada, naknada zarada i ostali lični rashodi (AOP 210)",Troškovi amortizacije i rezervisanja (AOP 211),Ostali poslovni rashodi (AOP 212),Finansijski rashodi (AOP 216),Ostali rashodi (AOP 218),Neto dobitak (AOP 229),Neto gubitak (AOP 230),Broj zaposlenih (AOP 605)
17112171,,,,70386,,,,,SKUPŠTINA OPŠTINE VELIKA PLANA,,50,,,,,,,,,,,,,
20491388,JP GRADSKA TOPLANA VELIKA PLANA,Velika Plana,Despota Stefana 46a,70386,Velika Plana,3530,Snabdevanje parom i klimatizacija                           ,malo,"OPŠTINA VELIKA PLANA VELIKA PLANA,  MILOŠA VELIKOG 30",,100,31007,30295,28969,0,18928,6580,451,3010,1326,0,712,0,9
7347189,JAKOP IZVOR VLADIMIRCI,Vladimirci,Svetog Save 25,70408,Vladimirci,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE VLADIMIRCI,,0,44262,42689,40582,0,13652,16907,4687,5336,285,1822,1416,0,36
20663901,JP VODOVOD VLADIČIN HAN,Vladičin Han,VLADIKE PAJSIJA bb,70416,Vladičin Han,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE VLADIČIN HAN,,100,,,,,,,,,,,,,
20663944,JP ZA KOMUNALNO UREĐENJE VLADIČIN HAN,Vladičin Han,VLADIKE PAJSIJA bb,70416,Vladičin Han,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE VLADIČIN HAN,,100,,,,,,,,,,,,,
17224239,JKP KOMUNALAC VLASOTINCE,Vlasotince,Konopnička 5,70424,Vlasotince,3811,Skupljanje otpada koji nije opasan,malo,JAVNO KOMUNALNO PREDUZEĆE 'KOMUNALAC' VLASOTINCE,,100,18184,21482,21113,657,830,16095,2743,788,261,108,0,3524,39
17224247,JKP VODOVOD VLASOTINCE,Vlasotince,Nemanjina 36,70424,Vlasotince,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,"JAVNO KOMUNALNO PREDUZEĆE VODOVOD VLASOTINCE, NEMANJINA 36",,100,41037,72114,64103,0,13114,30050,17481,3458,718,7293,0,31077,73
7196709,JP KOMRAD VRANJE,Vranje,Sima Pogačarevića 97,70432,Vranje-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠRINA OPŠTINE VRANJE,,0,192459,191377,179813,1624,24331,123953,19488,10417,231,11333,1465,0,208
7204981,NOVI DOM,Vranje,Kralja Stefana Prvovenčanog 99,70432,Vranje-grad,3530,Snabdevanje parom i klimatizacija                           ,malo,OPŠTINA VRANJE,,100,121431,120052,105322,0,51301,31713,1689,20619,2850,11880,1318,0,40
7226560,VODOVOD,Vranje,Beogradska 63,70432,Vranje-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,NARODNI ODBOR OPŠTINE VRANJE,,0,289109,288281,276503,0,67991,162475,24864,21173,2577,9201,183,0,248
7285531,RT  VRANJE,Vranje,Partizanska 17 a,70432,Vranje-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SO VRANJE,,100,42967,42914,42611,0,1377,36675,1442,3117,110,193,53,0,51
17223437,ZAVOD ZA URBANIZAM,Vranje,Lole Ribara 1,70432,Vranje-grad,7111,Arhitektonska delatnost                                     ,malo,SUPŠTINA OPŠTINE VRANJE,,100,16328,15783,15783,0,796,11094,77,3816,0,0,545,0,484
17620975,JP BORJAK VRNJAČKA BANJA,Vrnjačka Banja,Žike Valjarevića 1,70459,Vrnjačka Banja,210,Gajenje šuma i ostale šumarske delatnosti                   ,srednje,SKUPŠTINA OPŠTINE VRNJAČKA BANJA,,100,154256,153223,143053,0,36260,85018,5194,16581,9643,527,1007,0,204
17620983,BELI IZVOR,Vrnjačka Banja,Žike Valjarevića 1,70459,Vrnjačka Banja,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE VRNJAČKA BANJA,,0,210133,208263,193838,523,28522,129599,17091,18103,4779,9646,2622,0,248
17100505,"""ZAPLANJSKE NOVINE""Gadžin Han                                         ",Gadžin Han,Miloša Obilića bb,70467,Gadžin Han,4690,Nespecijalizovana trgovina na veliko                        ,malo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7200579,GOLUBAC,Golubac,Cara Lazara 21,70475,Golubac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE GOLUBAC,,0,30821,39664,32569,0,7839,20853,825,3052,7064,31,0,8843,35
7192819,JKP GORNJI MILANOVAC GORNJI MILANOVAC,Gornji Milanovac,Vojvode Mišića 23,70483,Gornji Milanovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE GORNJI MILANOVAC,,100,241473,268304,249261,198,94185,95770,34724,24384,3172,15871,0,26831,182
7183747,KSP STAN JP DESPOTOVAC,Despotovac,Pavla Ivića 1,70491,Despotovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE DESPOTOVAC,,0,49336,49040,48236,85,10580,23880,1997,11694,763,41,278,0,59
7299974,KOMUNALAC,Dimitrovgrad,Balkanska 30,70505,Dimitrovgrad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE DIMITROVGRAD,,0,189340,188747,185620,0,35074,117715,9963,22868,2330,797,593,0,183
17495569,JP PUKOVAC-PUKOVAC,Pukovac,/ /,70513,Doljevac,4789,Trgovina na malo ostalom robom na tezgama i pijacama        ,malo,SKUPŠTINA OPŠTINE DOLJEVAC,,100,5331,5248,5208,0,306,3734,0,1168,0,40,83,0,11
7221061,JAVNO KOMUNALNO PREDUZEĆE BELOSAVAC,Žagubica,Homoljska 62,70530,Žagubica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE ŽAGUBICA,,0,72256,72030,71696,0,12193,20702,1678,37123,109,225,196,0,44
17610716,ŽITORAĐA,Žitorađa,Toplički Heroji 51,70548,Žitorađa,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE ŽITORAĐA,,100,11676,13814,13814,0,38,9581,191,4004,0,0,0,2138,20
7183372,JKP VODOVOD ZAJEČAR,Zaječar,Moravska 5,70556,Zaječar-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Државни капитал,Lokalni nivo,0,134614,202591,192911,0,23520,81347,77205,10839,6853,2827,0,67991,152
7202687,KRALJEVICA,Zaječar,Vojvode Putnika 7 a,70556,Zaječar-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE ZAJEČAR,,0,183224,183067,157849,7307,22332,106317,10640,11253,4587,20631,157,0,201
7311281,JKP TOPLANA ZAJEČAR - U LIKVIDACIJI,Zaječar,Generala Gambete bb,70556,Zaječar-grad,3530,Snabdevanje parom i klimatizacija                           ,malo,SKUPŠTINA GRADA ZAJEČARA,,100,4620,4640,3011,0,111,2333,0,567,1534,95,0,20,6
17263749,ZAJEČAR,Zaječar,Nikole Pašića 68,70556,Zaječar-grad,4339,Ostali završni radovi                                       ,malo,OPŠTINA ZAJEČAR,,100,15095,16611,16399,506,478,12322,404,2689,18,194,0,1516,19
20660287,JP OBJEDINJENA NAPLATA ZAJEČAR,Zaječar,SVETOZARA MARKOVIĆA 6,70556,Zaječar-grad,6311,"Obrada podataka, hosting i sl.",malo,SKUPŠTINA GRADA ZAJEČARA,,100,,,,,,,,,,,,,
7216840,JKP KOMUNALNO IVANJICA,Ivanjica,Zorana Đinđića 61,70564,Ivanjica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE IVANJICA,,100,88799,88452,82928,217,12178,52663,5951,11919,1731,3793,108,0,79
20296895,JIP IVANJIČKI RADIO JP IVANJICA,Ivanjica,Venijamina Marinkovića bb,70564,Ivanjica,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE IVANJICA,,100,5655,5633,5632,0,64,5155,169,244,0,1,3,0,7
7213573,JP JEDINSTVO KLADOVO,Kladovo,Dunavska 15,70572,Kladovo,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE KLADOVO,,100,169401,173131,170216,0,84434,67629,5321,12832,2744,171,0,3573,113
7658702,KOMUNALAC,Kladovo,Dunavski kej bb,70572,Kladovo,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE KLADOVO,,100,57494,55515,55309,0,8136,41095,3361,2717,1,205,1903,0,72
7329733,KOMUNALAC,Knić,Knić //,70599,Knić,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SIZ STANOVANJA OPŠTINE KNIĆ,,0,31526,29898,29019,0,9452,15815,1187,2565,459,420,1465,0,16
7208324,JKP STANDARD-KNJAŽEVAC,Knjaževac,Kaplarova 8,70602,Knjaževac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE KNJAŽEVAC,,100,119961,144601,134774,2415,22965,70976,26265,12153,7109,2718,0,24560,153
7110111,KJP ELAN KOSJERIĆ,Kosjerić (varoš),Nikole Tesle 1,70629,Kosjerić,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE KOSJERIĆ,,100,46816,52018,51644,0,6333,28813,8889,7609,0,374,0,5202,41
17496255,GRADSKA TOPLANA,Kosjerić (varoš),Olge Grbić bb,70629,Kosjerić,3530,Snabdevanje parom i klimatizacija                           ,malo,SKUPŠTINA OPŠTINE KOSJERIĆ,,100,19187,19180,19180,0,9191,6584,1465,1940,0,0,7,0,9
7347103,JKP PROGRES KOCELJEVA,Koceljeva,Dušanova 2,70637,Koceljeva,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE KOCELJEVA,,0,35162,38255,37786,0,4860,21540,4319,7067,104,365,0,3093,31
6875793,RADIO-TELEVIZIJA KRAGUJEVAC,Kragujevac,Branka Radičevića 9,70645,Kragujevac-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,Државни капитал,Lokalni nivo,100,81169,86675,85919,0,4309,69988,1869,9753,361,395,0,5506,97
7165439,JKP VODOVOD I KANALIZACIJA KRAGUJEVAC,Kragujevac,Kralja Aleksandra I Karađorđevića 4,70645,Kragujevac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,NARODNI ODBOR OPŠTINE KRAGUJEVAC,,0,958823,946300,848264,1547,192576,506974,81836,65331,80109,17927,2643,0,731
7165447,MLADOST,Kragujevac,GRADA SIRENA 15,70645,Kragujevac-grad,9311,Delatnost sportskih objekata                                ,srednje,Државни капитал,Lokalni nivo,100,135821,175743,169497,2904,21874,94515,40332,9872,437,5809,0,39922,123
7165471,JSP KRAGUJEVAC KRAGUJEVAC,Kragujevac,Nikole Pašića 2,70645,Kragujevac-grad,4339,Ostali završni radovi                                       ,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,67441,71172,66558,1650,5082,43689,670,15467,4445,169,0,3731,66
7165862,JAVNO PREDUZEĆE DIREKCIJA ZA URBANIZAM - KRAGUJEVAC,Kragujevac,Kralja Petra I 23,70645,Kragujevac-grad,7111,Arhitektonska delatnost                                     ,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,115207,115009,113028,7,3949,94916,4669,9487,49,1932,76,0,60
7166222,ZELENILO,Kragujevac,Svetozara Markovića 109,70645,Kragujevac-grad,8130,Usluge uredjenja i održavanja okoline                        ,malo,Скупштина града Крагујевца,,100,63344,79299,76422,2771,9965,56691,3293,3702,1439,1438,0,15955,70
7337167,ČISTOĆA,Kragujevac,Industrijska 12,70645,Kragujevac-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,277325,275502,252446,1351,32429,184781,16221,17664,6525,16531,1966,0,229
7343949,JKP GRADSKA GROBLJA KRAGUJEVAC,Kragujevac,Jovanovački put bb,70645,Kragujevac-grad,9603,Pogrebne i srodne delatnosti                                ,srednje,SKUPŠTINA OPŠINE KRAGUJEVAC,,100,114914,113867,111225,13805,23044,65790,3872,4714,1655,987,1047,0,94
7377878,NISKOGRADNJA,Kragujevac,Kneza Miloša 25,70645,Kragujevac-grad,4211,Izgradnja puteva i autoputeva                               ,srednje,Скупштина града Крагујевца,,100,317195,339299,323907,0,146104,136850,14418,26535,14193,1199,0,22104,191
17124048,"JKP GRADSKE TRŽNICE, KRAGUJEVAC",Kragujevac,Crveno barjače 1,70645,Kragujevac-grad,4789,Trgovina na malo ostalom robom na tezgama i pijacama        ,srednje,SKUPŠTINA GRADA KRAGUJEVCA,,100,179011,176830,144136,4833,17120,98509,14683,8991,30328,2366,0,3858,149
17272519,JP GSA KRAGUJEVAC,Kragujevac,Nikole Pašića 6,70645,Kragujevac-grad,6499,"Ostale nepomenute finansijske usluge, osim osiguranja i penzijskih fondova",srednje,Град Крагујевац,,100,432930,429399,428605,402496,1240,19698,570,4601,7,787,3170,0,18
17504894,JKP PARKING SERVIS KRAGUJEVAC,Kragujevac,Vojislava Kalanovića bb,70645,Kragujevac-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,GRAD KRAGUJEVAC,,100,,,,,,,,,,,,,
7190778,PUTEVI,Kraljevo,Cara Lazara 44,70653,Kraljevo-grad,4211,Izgradnja puteva i autoputeva                               ,srednje,SKUPŠTINA OPŠTINE KRALJEVO,,100,307127,304864,298934,0,131718,105285,13209,48722,4176,1754,2438,0,155
7190859,JP TOPLANA KRALJEVO,Kraljevo,Cara Lazara 52A,70653,Kraljevo-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE KRALJEVO,,100,425928,423453,406339,0,265458,81919,28041,30921,6742,10372,2475,0,75
7190891,JKP VODOVOD KRALJEVO,Kraljevo,27. marta 2,70653,Kraljevo-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE KRALJEVO,,0,371413,390609,344189,284,62781,191851,57704,31569,872,45548,0,19013,242
7190905,JKP ĆISTOĆA JP KRALJEVO,Kraljevo,Žička 10v,70653,Kraljevo-grad,3811,Skupljanje otpada koji nije opasan,srednje,OPŠTINA KRALJEVO,,100,266058,265963,259921,16332,32354,159781,11880,39574,1023,5019,4966,0,237
7194374,JP OSA KRALJEVO,Kraljevo,Cara Lazara 84 a,70653,Kraljevo-grad,6832,Upravljanje nekretninama za naknadu                         ,malo,SKUPŠTINA OPŠTINE KRALJEVO,,0,35888,35131,34540,0,1417,23240,2009,7874,249,342,699,0,23
7195591,JKP PIJACA KRALJEVO,Kraljevo,BEOGRADSKA 42 e,70653,Kraljevo-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE KRALJEVO,,0,,,,,,,,,,,,,
7143974,POSLOVNI CENTAR KRUŠEVAC JP,Kruševac,Trg kosovskih junaka 6,70670,Kruševac-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,srednje,GRAD KRUŠEVAC,,0,139192,138874,135685,0,6380,98603,4320,26382,1248,1941,348,0,181
7145667,KRUŠEVAC,Kruševac,Jasički put bb,70670,Kruševac-grad,3811,Skupljanje otpada koji nije opasan,srednje,Државни капитал,Lokalni nivo,100,293062,292737,270587,7609,41119,180239,21256,20364,8762,13388,73,0,309
7145837,JKP VODOVOD-KRUŠEVAC KRUŠEVAC,Kruševac,Dušanova 46,70670,Kruševac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,SKUPŠTINA OPŠTINA KRUŠEVAC,,0,386076,385113,358174,0,67520,210853,28245,51556,425,26514,1000,0,321
7194455,RTK KRUŠEVAC,Kruševac,Trg kosovskih junaka 6,70670,Kruševac-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,GRAD KRUŠEVAC,,100,56639,64427,63818,0,4929,49848,3389,5652,129,480,0,7258,95
7279094,JAVNO KOMUNALNO PREDUZEĆE GRADSKA TOPLANA KRUŠEVAC,Kruševac,JASIČKI PUT bb,70670,Kruševac-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE KRUŠEVAC,,100,619849,619459,545961,0,359054,138140,30629,18138,40935,32563,3435,0,198
17028138,AERODROM ROSULJE,Kruševac,Trg Kosovskih Junaka 6,70670,Kruševac-grad,5223,Uslužne delatnosti u vazdušnom saobraćaju                   ,malo,SKUPŠTINA OPŠTINE KRUŠEVAC,,100,1608,1606,1606,0,9,1453,0,144,0,0,2,0,2
7172818,TOPLICA,Kuršumlija,7. Juli 2,70688,Kuršumlija,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,Друштвени капитал,Lokalni nivo,0,73791,73717,59706,246,15054,33503,3779,7124,402,13609,66,0,87
17390791,KURŠUMLIJA,Kuršumlija,SVETE ANE bb,70688,Kuršumlija,9311,Delatnost sportskih objekata                                ,malo,SKUPŠTINA OPŠTINE KURŠUMLIJA,,100,,,,,,,,,,,,,
7323824,JAVNO KOMUNALNO PREDUZEĆE KUČEVO,Kučevo,Trg Veljka Dugoševića 34,70696,Kučevo,3811,Skupljanje otpada koji nije opasan,malo,Друштвени капитал,Lokalni nivo,100,38886,38875,36853,0,10006,22398,600,3849,1107,915,10,0,60
17257153,?? RTV PRUGA LAJKOVAC,Lajkovac (varoš),Vojvode Mišića 2,70700,Lajkovac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE LAJKOVAC,,100,,,,,,,,,,,,,
17369326,JP GRADSKA ČISTOĆA LAJKOVAC,Lajkovac (varoš),Vojvode Mišića 116,70700,Lajkovac,3811,Skupljanje otpada koji nije opasan,malo,OPŠTINA LAJKOVAC,,100,141598,141133,120487,18583,20742,47216,9347,24599,2455,18191,93,0,47
17547488,JKP KOMUNALAC LEBANE,Lebane,19 Avgust 1,70718,Lebane,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE LEBANE,,100,10714,10268,9893,0,298,8915,147,533,0,375,446,0,15
17547496,JKP VODOVOD LEBANE,Lebane,19 Avgust 1,70718,Lebane,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,"JAVNO KOMUNALNO PREDUZEĆE LEBANE, LEBANE",,100,37910,37774,35608,0,4702,23849,3946,3111,404,1762,122,0,44
7204752,JKP VODOVOD LESKOVAC,Leskovac,Pana Đukića 14,70726,Leskovac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,СКУПШТИНА ОПШТИНЕ ЛЕСКОВАЦ,,100,270763,322773,285393,0,50199,174856,27767,32571,3355,34025,0,52052,408
7204787,KOMUNALAC,Leskovac,Južnomoravskih brigada 100,70726,Leskovac-grad,3811,Skupljanje otpada koji nije opasan,srednje,OPŠTINA LESKOVAC,,100,79258,82229,80870,0,7309,63727,3134,6700,1012,347,0,2971,188
7205929,TOPLANA,Leskovac,Leskovačkog odreda 4,70726,Leskovac-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE LESKOVAC,,0,218302,218072,195276,0,122424,50574,8471,13807,11265,11531,1001,0,67
7207255,RADIO LESKOVAC,Leskovac,MasarikovTrg 7,70726,Leskovac-grad,6010,Emitovanje radio-programa                                   ,malo,SKUPŠTINA OPŠTINE LESKOVAC,,0,15103,19244,19244,0,763,16060,440,1981,0,0,0,4141,31
7207336,JP DOM LESKOVAC,Leskovac,Leskovačkog odreda 4,70726,Leskovac-grad,4339,Ostali završni radovi                                       ,srednje,SKUPŠTINA OPŠTINE LESKOVAC,,0,37955,37906,37625,0,792,35128,249,1456,0,281,56,0,56
7327609,DUBOČICA,Leskovac,Vlajkova bb,70726,Leskovac-grad,9311,Delatnost sportskih objekata                                ,srednje,SKUOŠTINA OPŠTINE LESKOVAC,,0,45973,64938,64938,1923,5593,50290,1460,5672,0,0,0,18965,109
7711026,PIJACA,Leskovac,Južnomoravskih brigada 100,70726,Leskovac-grad,5210,Skladištenje                                                ,srednje,SKUPŠTINA OPŠTINE LESKOVAC,,0,103773,115064,104066,2771,3049,75138,4901,18207,236,10762,0,11291,127
17006312,GRDELICA,Grdelica (varoš),Rečica 5,70726,Leskovac-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE LESKOVAC,,100,,,,,,,,,,,,,
20580542,GRADSKA AUTOBUSKA STANICA LESKOVAC,Leskovac,VILEMA PUŠMANA 33,70726,Leskovac-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,"OPŠTINA LESKOVAC LESKOVAC, PANA ĐUKIĆA 9-11",,100,0,229,229,0,0,229,0,0,0,0,0,229,1
7168845,NAŠ DOM,Loznica,Bulevar Dositeja Obradovića 6,70734,Loznica-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE LOZNICA,,,198003,196714,178887,4020,34924,105482,7917,26544,1980,15847,1129,0,213
7168861,VODOVOD I KANALIZACIJA,Loznica,Georgija Jakšića 9,70734,Loznica-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE LOZNICA,,100,190908,190763,178358,0,58688,79588,22840,17242,8846,3559,33,0,147
17119290,JAVNO KOMUNALNO PREDIZEĆE TOPLANA-LOZNICA LOZNICA,Loznica,Vere Blagojević bb,70734,Loznica-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE LOZNICA,,,218154,217996,179527,0,131020,32590,4531,11386,37562,907,1756,0,52
17126628,JP URBOPLAN,Loznica,Kneza Miloša 7,70734,Loznica-grad,7111,Arhitektonska delatnost                                     ,malo,SKUPŠTINA OPŠTINE LOZNICE,,100,19119,21626,21612,0,519,15573,471,5049,0,14,0,2507,21
20573872,JKP PARKING SERVIS LOZNICA,Loznica,BULEVAR DOSITEJA OBRADOVIĆA 6,70734,Loznica-grad,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,SKUPŠTINA OPŠTINE LOZNICA,,100,1,57,57,0,17,0,0,40,0,0,0,56,0
7099240,KOMUNALAC,Ljig,Karađorđeva 7,70769,Ljig,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE LJIG,,0,41103,48233,42253,0,11936,23337,2376,4604,1059,4921,0,7130,51
7416253,JAVNO KOMUNALNO PREDUZEĆE ŠUMADIJA,Belanovica,Karađorđeva 55,70769,Ljig,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE LJIG,,0,12477,13501,13038,2608,1275,6605,1399,1151,113,350,0,1024,8
7208294,JAVNO PREDUZEĆE ZA STAMBENE USLUGE,Majdanpek,Svetog Save 31,70785,Majdanpek,4321,Postavljanje električnih instalacija                        ,malo,SKUPŠTINA OPŠTINE MAJDANPEK,,100,12136,12050,9054,0,487,7930,13,624,2996,0,77,0,21
17127209,JKP KOMUNALAC MAJDANPEK SA PO ŠAŠKA 5,Majdanpek,Šaška 5,70785,Majdanpek,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE MAJDANPEK,,100,188695,221042,198249,0,124130,49343,4832,19944,19833,2960,0,32347,123
20320443,JKP DONJI MILANOVAC DONJI MILANOVAC,Donji Milanovac,Kralja Petra I 43,70785,Majdanpek,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE MAJDANPEK,,100,30169,29800,24556,0,9152,11949,213,3242,225,5019,369,0,29
7168764,JKP DRINA MALI ZVORNIK,Mali Zvornik,Ribarska 21,70793,Mali Zvornik,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE MALI ZVORNIK,,100,76253,76066,72794,0,30705,28586,3097,10406,604,2668,137,0,58
7360924,OBNOVA,Medveđa,Nikole Tesle 6,70815,Medveđa,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE MEDVEDJA,,0,,,,,,,,,,,,,
17027514,"""OBLAČINSKO JEZERO"" OBLAČINA",OBLACINA,"OBLACINA, BB",70823,Merošina,5510,Hoteli i sličan smeštaj                                     ,malo,,,,23535,24616,23668,5792,2567,12334,253,2722,336,612,0,1081,44
7134657,JKP VODOVOD MIONICA MIONICA,Mionica (varošica),Vojvode Mišića 23,70831,Mionica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE MIONICA,,0,50231,50066,44552,0,10187,20885,4184,9296,1377,4137,67,0,45
20568437,JKP ČISTOĆA MIONICA MIONICA,Mionica (varošica),VOJVODE MIŠIĆA 23a,70831,Mionica,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE MIONICA,,100,6113,6040,5036,0,994,2179,1320,543,0,1004,66,0,16
7263775,BADNJEVO,Negotin,Dobropoljska 1,70840,Negotin,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,OPŠTINA NEGOTIN,,100,191474,193657,181204,217,51018,92665,10800,26504,9742,2711,0,2183,219
7210426,JP 3.SEPTEMBAR NOVA VAROŠ,Nova Varoš,Karađorđeva 74,70866,Nova Varoš,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE NOVA VAROŠ,,100,117013,112582,98082,0,52012,34879,4891,6300,3782,10718,4431,0,79
6986242,JKP GRADSKA ČISTOĆA NOVI PAZAR,Novi Pazar,28 novembar 35,70874,Novi Pazar-grad,3811,Skupljanje otpada koji nije opasan,srednje,СКУПШТИНА ОПШТИНЕ НОВИ ПАЗАР,,100,225686,225580,199012,2433,27521,148879,6946,13233,5975,20593,106,0,232
7194129,VODOVOD I KANALIZACIJA,Novi Pazar,28 NOVEMBAR 35,70874,Novi Pazar-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,СКУПШТИНА ОПШТИНЕ НОВИ ПАЗАР,,100,173161,172870,151649,0,24682,95524,11286,20157,4788,16433,291,0,176
17227050,JKP GRADSKA TOPLANA,Novi Pazar,28 novembra 35,70874,Novi Pazar-grad,3530,Snabdevanje parom i klimatizacija                           ,malo,СКУПШТНА ОПШТИНЕ НОВИ ПАЗАР,,100,81020,93251,86239,0,47079,28868,2672,7620,5030,1982,0,12231,35
7305290,"JKP OSEČINA SA PO OSEČINA, PERE JOVANOVIĆA KOMIRIĆANCA 35",Osečina (varošica),Pere Jovanovića Komirićanca 35,70882,Osečina,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,Државни капитал,Lokalni nivo,0,60678,59814,54017,394,20628,23425,3236,6334,1926,3871,772,0,49
6569285,JKP PARAĆIN PARAĆIN,Paraćin,Knjaza Miloša 2,70904,Paraćin,3811,Skupljanje otpada koji nije opasan,malo,Државни капитал,Lokalni nivo,100,111554,111118,105293,10,13225,59334,7752,24972,1499,4326,73,0,142
7115911,JP ZA VODOVOD KANALIZACIJU I GASIFIKACIJU VODOVOD SA PO PARAĆIN,Paraćin,Adakalska 5-7,70904,Paraćin,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE PARAĆIN,,0,209568,201545,194621,0,31753,36992,26885,98991,6053,871,3021,0,70
